Key,EN,RU,FR,DE,ES,IT
dialogs/7room/rack_3,"I know what I’m getting you next Christmas, Danny.",,"Je sais ce que je vais t’offrir à Noël prochain, Danny.","Ich weiß schon, was ich dir nächstes Weihnachten schenke, Danny.","Ya sé qué regalarte en navidades, Danny.","Danny, so cosa ti porterà Babbo Natale..."
dialogs/7room/lamps_1,My favorite meal is a 3am grilled cheese. Have you ever had one?,,"Mon repas préféré, c’est du fromage grillé à 3 heures du matin. En avez-vous déjà goûté?",Mein Lieblingsessen sind gegrillte Käse-Sandwiches um 3 Uhr morgens. Hast du jemals eins probiert?,Mi comida preferida es un buen sandwich de queso... A las 3 de la mañana. ¿Alguna vez lo has probado?,Il mio pasto preferito è il formaggio alla griglia delle tre del mattino. L'avete mai provato?
dialogs/7room/lamps_2,A grilled cheese? At 3am?,,Du fromage grillé? À 3 h du matin?,Ein gegrilltes Käse-Sandwich? Um 3 Uhr morgens?,¿Un sandwich de queso? ¿Y a las 3 de la mañana?,Formaggio alla griglia? Alle tre del mattino?
dialogs/7room/lamps_3,"At least once a week! You wake up in the middle of the night, make a grilled cheese, eat it, then go back to sleep. It’s awesome!",,"Au moins une fois par semaine! On se réveille au milieu de la nuit, on fait griller du fromage, on le mange, puis on retourne se coucher. C’est génial!","Mindestens einmal pro Woche! Man wacht mitten in der Nacht auf, macht sich ein gegrilltes Käse-Sandwich, isst es und geht dann wieder zu Bett. Es ist großartig!","¡Al menos una vez en semana! Te despiertas en mitad de la noche, te haces un buen sandwich cargado de queso, te lo comes tranquilamente y al sobre. ¡Es lo mejor!","Almeno una volta a settimana! Ti alzi nel bel mezzo della notte, grigli il formaggio, lo mangi e poi torni a dormire. È meraviglioso!"
dialogs/7room/decor2_1,You two are making me feel like I need to up my cooking game with a kitchen like this.,,Vous me donnez le sentiment que je dois améliorer mes talents de cuisinier avec une cuisine comme celle-ci.,"Ihr zwei gebt mir das Gefühl, dass ich meine Kochkünste auf die nächste Stufe bringen sollte, mit einer solchen Küche.",Ahora que estáis aquí estoy pensando que tengo que mejorar mi cocina.,Mi sa che con questa nuova cucina devo far salire anche il mio livello di maestria.
dialogs/7room/decor2_2,We’ll leave you a couple of cooking books so you can add some new skills to your arsenal.,,Nous vous laisserons quelques livres de cuisine afin que vous puissiez ajouter de nouvelles compétences à votre arsenal.,"Wir lassen dir ein paar Kochbücher da, damit du dein Arsenal um einige neue Fähigkeiten erweitern kannst.","Bueno, te podemos dejar por aquí un par de libros de cocina, así puedes añadir alguna receta más a tu arsenal.",Ti lasceremo un paio di libri di ricette così potrai aggiungere qualche nuova abilità al tuo arsenale.
dialogs/7room/decor2_3,How did you know I love cookbooks?,,Comment savez-vous que j’adore les livres de cuisine?,"Woher wusstet ihr, dass ich Kochbücher liebe?",¿Cómo sabíais que me encantan los libros de cocina?,Come facevate a sapere che mi piacciono i libri di ricette?
dialogs/7room/kitchen_set_1,Have you considered competing on one of those cooking tv shows?,,Avez-vous envisagé de participer à l’une de ces émissions culinaires télévisées?,"Hast du schon einmal daran gedacht, bei einen von diesen Kochsendungen im Fernsehen mitzumachen?",¿Alguna vez has pensado en participar en uno de esos concursos de cocina de la tele?,Hai mai pensato di partecipare a uno di quei programmi di cucina?
dialogs/7room/kitchen_set_2,My work wouldn’t want me being in the public eye like that.,,Mon travail ne m’autorise pas à attirer ainsi l’attention.,"Mein Arbeitgeber würde nicht wollen, dass ich so in der Öffentlichkeit stehe.","No podría ser un personaje público, por cosas de mi trabajo.",A causa del mio lavoro non posso espormi a quel modo.
dialogs/7room/kitchen_set_3,And yet I can’t get Abby to stop submitting us to different reality shows.,,"Et pourtant, je n’arrive pas à convaincre Abby d’arrêter de nous inscrire à différentes émissions de télé-réalité.","Und ich kann Abby nicht einmal davon abbringen, uns immer bei verschiedenen Reality-Shows anzumelden.","Por otro lado, aquí Abby no deja de mandar solicitudes para que participemos en este u otro reality show.",E io che non riesco a fermare Abby dall'iscriverci a tutti quei reality show.
dialogs/7room/kitchen_cabinet_1,Do you have that one ingredient you can’t live without having in the cabinet?,,Avez-vous cet ingrédient sans lequel vous ne pouvez pas vivre dans l’armoire?,"Hast du eine Zutat im Schrank, ohne die du nicht leben könntest?",¿Tienes algún ingrediente con el que no serías capaz de vivir?,Hai già messo nello stipetto l'ingrediente al quale non puoi rinunciare?
dialogs/7room/kitchen_cabinet_2,"Chipotle peppers. I’d put them in every single dish if I could, but my kids started to complain.",,"Des piments chipotle. J’en mettrais dans chaque plat si je le pouvais, mais mes enfants ont commencé à se plaindre.","Chipotle-Chilis. Ich würde sie in jedes einzelne Gericht geben, wenn ich könnte, aber meine Kinder haben angefangen sich zu beschweren.","Los pimientos chipotle, sin duda. Los pongo en todo lo que puedo, aunque mis hijos se han empezado a quejar un poco.","Certo, i peperoncini chipotle. Se possibile, li metto in tutti i piatti che preparo, ma i ragazzi non ne sono entusiasti."
dialogs/7room/kitchen_cabinet_3,Are those very hot?,,Ils sont si forts que ça?,Sind die sehr scharf?,¿Y eso? ¿Pican demasiado?,Sono davvero così piccanti?
dialogs/7room/kitchen_cabinet_4,Why don’t you test one out right now?,,Pourquoi ne pas en goûter un maintenant?,Warum probierst du nicht direkt mal eine?,¿Por qué no lo compruebas en tus propias carnes?,Perché non provi subito di persona?
dialogs/7room/table_setting2_1,I have a feeling there are going to be some very hungry bellies in this kitchen’s future.,,J’ai le sentiment qu’il y aura des ventres très affamés à l’avenir dans cette cuisine.,"Ich habe das Gefühl, dass es in dieser Küche in Zukunft einige sehr hungrige Bäuche geben wird.",Me parece a mí que de aquí van a salir unos platos para volverse locos.,Prevedo per questa cucina un futuro pieno di pance affamate!
dialogs/7room/table_setting2_2,I might even take a day or two off work to break this kitchen in.,,Je pourrais même prendre un jour ou deux de congé pour réapprivoiser les stocks.,"Vielleicht nehme ich mir sogar ein oder zwei Tage frei, um diese Küche einzuweihen.",A lo mejor hasta me tomo un par de días de vacaciones para poder hacerle el rodaje a la cocina como se debe.,Mi sa che prenderò un paio di giorni liberi dal lavoro per inaugurarla.
dialogs/7room/table_setting2_3,"It doesn’t get any better than that, does it?",,"Il n’y a pas mieux que ça, n’est-ce pas?","Besser geht's nicht, oder?",¡No hay nada mejor!,È un'idea strepitosa!
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0room/clean_up,Clean up,Очистить,Nettoyer,Aufräumen,Limpiar,Pulizia
0room/floor,Floor,Пол,Plancher,Fußboden,Suelo,Pavimento
0room/walls,Walls,Стены,Murs,Wände,Paredes,Pareti
0room/windows,Windows,Окна,Fenêtres,Fenster,Ventanas,Finestre
0room/fireplace,Fireplace,Камин,Cheminée,Kamin,Chimenea,Camino
0room/piano,Piano,Рояль,Piano,Klavier,Piano,Piano
0room/drawer,Drawer,Комод,Tiroir,Schublade,Armario,Cassetto
0room/dresser,Dresser,Шкаф,Commode-coiffeuse,Kommode,Cómoda,Cassettiera
0room/pedestal,Pedestal,Тумба,Piédestal,Sockel,Pedestal,Piedistallo
0room/carpet,Carpet,Ковер,Tapis,Teppich,Moqueta,Moquette
0room/armchairs,Armchairs,Кресла,Fauteuils,Sessel,Sillones,Poltrone
0room/lamp,Lamp,Люстра,Lampe,Lampe,Lámpara,Lampada
